sales,discount,profit,total_population,area,population_density,year,month,day_of_week,week_of_year,quarter,is_weekend,is_month_end,profit_margin,per_capita_income,income_to_sales_ratio,income_x_population,osm_supermarkets,osm_transit_hubs,osm_schools_colleges,osm_hospitals,osm_competitor_score,osm_accessibility_score,weather_avg_temp_c,weather_total_rain_mm,weather_avg_humidity,weather_is_monsoon,weather_is_summer,festival_score,is_festival_period,income_x_festival,category_encoded,sub_category_encoded,region_encoded,city_encoded,revenue_band_encoded,festival_name_encoded,festival_impact_encoded,sales_lag_1m,sales_lag_3m,sales_rolling_avg_3m,sales_per_capita,profit_per_capita,sales_per_sq_km,competitor_density,accessibility_per_capita,estimated_rent_per_sqft
1522,0.18,395.72,4646732,175.0,26552.754285714287,2018,3,1,13,1,0,0,0.26,189000,124.17871222076215,878232348000,62,3,33,268,62,36,27.15,10.7,77.0,0,1,0,0,0,4,19,3,1,0,12,3,1953.0,2303.0,1450.3333333333333,0.0003275420230820284,8.516092600132739e-05,8.697142857142858,0.35428571428571426,0.00774738030943037,190.62
2451,0.23,245.1,4646732,175.0,26552.754285714287,2018,3,2,12,1,0,0,0.1,189000,77.11138310893513,878232348000,62,3,33,268,62,36,27.15,10.7,77.0,0,1,0,0,0,5,22,0,1,3,12,3,1512.0,617.0,1686.6666666666667,0.000527467476067051,5.27467476067051e-05,14.005714285714285,0.35428571428571426,0.00774738030943037,190.62
550,0.29,231.0,4646732,175.0,26552.754285714287,2018,3,1,12,1,0,0,0.42,189000,343.6363636363636,878232348000,62,3,33,268,62,36,27.15,10.7,77.0,0,1,0,0,0,6,5,0,1,1,12,3,1331.0,1340.0,1348.6666666666667,0.00011836275472740842,4.971235698551154e-05,3.142857142857143,0.35428571428571426,0.00774738030943037,190.62
589,0.25,164.92,4646732,175.0,26552.754285714287,2018,3,1,12,1,0,0,0.28,189000,320.88285229202035,878232348000,62,3,33,268,62,36,27.15,10.7,77.0,0,1,0,0,0,6,16,0,1,1,12,3,550.0,2165.0,823.3333333333334,0.00012675575006262466,3.54916100175349e-05,3.3657142857142857,0.35428571428571426,0.00774738030943037,190.62
904,0.19,153.68,4646732,175.0,26552.754285714287,2018,3,1,13,1,0,0,0.17,189000,209.07079646017698,878232348000,62,3,33,268,62,36,27.15,10.7,77.0,0,1,0,0,0,6,5,3,1,2,12,3,589.0,1331.0,681.0,0.0001945453277701404,3.307270572092387e-05,5.1657142857142855,0.35428571428571426,0.00774738030943037,190.62
1689,0.35,202.68,4646732,175.0,26552.754285714287,2018,3,4,9,1,0,0,0.12,189000,111.90053285968028,878232348000,62,3,33,268,62,36,27.15,10.7,77.0,0,1,0,0,0,6,6,1,1,0,12,3,904.0,550.0,1060.6666666666667,0.0003634812595174415,4.361775114209298e-05,9.651428571428571,0.35428571428571426,0.00774738030943037,190.62
1646,0.31,576.1,4646732,175.0,26552.754285714287,2018,3,2,13,1,0,0,0.35,189000,114.82381530984205,878232348000,62,3,33,268,62,36,27.15,10.7,77.0,0,1,0,0,0,6,16,4,1,0,12,3,1689.0,589.0,1413.0,0.00035422744414784414,0.00012397960545174543,9.405714285714286,0.35428571428571426,0.00774738030943037,190.62
1787,0.21,268.05,3458045,4732.0,730.7787405,2018,3,5,11,1,1,0,0.15,142000,79.46278679350867,491042390000,41,1,55,221,41,56,28.09,63.4,54.97,0,1,0,0,0,0,2,4,2,3,12,3,542.0,1548.0,1024.6666666666667,0.0005167659761512646,7.75148964226897e-05,0.3776415891800507,0.008664412510566356,0.0161941212448074,108.84
1538,0.24,384.5,3458045,4732.0,730.7787405,2018,3,6,12,1,1,0,0.25,142000,92.32769830949285,491042390000,41,1,55,221,41,56,28.09,63.4,54.97,0,1,0,0,0,1,13,4,2,0,12,3,956.0,2070.0,1547.0,0.0004447599727591746,0.00011118999318979365,0.3250211327134404,0.008664412510566356,0.0161941212448074,108.84
1841,0.12,294.56,3458045,4732.0,730.7787405,2018,3,5,11,1,1,0,0.16,142000,77.13199348180336,491042390000,41,1,55,221,41,56,28.09,63.4,54.97,0,1,0,0,0,2,15,0,2,3,12,3,826.0,2086.0,1525.0,0.0005323817359230433,8.518107774768692e-05,0.3890532544378698,0.008664412510566356,0.0161941212448074,108.84
1739,0.3,156.51,3458045,4732.0,730.7787405,2018,3,2,11,1,0,0,0.09,142000,81.65612420931569,491042390000,41,1,55,221,41,56,28.09,63.4,54.97,0,1,0,0,0,3,0,0,2,0,12,3,1963.0,1792.0,1821.3333333333333,0.0005028853007985726,4.525967707187153e-05,0.36749788672865596,0.008664412510566356,0.0161941212448074,108.84
2200,0.27,902.0,3458045,4732.0,730.7787405,2018,3,1,13,1,0,0,0.41,142000,64.54545454545455,491042390000,41,1,55,221,41,56,28.09,63.4,54.97,0,1,0,0,0,4,11,3,2,3,12,3,1530.0,1937.0,1501.6666666666667,0.0006361976203317192,0.0002608410243360049,0.46491969568892644,0.008664412510566356,0.0161941212448074,108.84
995,0.29,427.85,3458045,4732.0,730.7787405,2018,3,3,10,1,0,0,0.43,142000,142.71356783919597,491042390000,41,1,55,221,41,56,28.09,63.4,54.97,0,1,0,0,0,5,14,4,2,2,12,3,2076.0,681.0,1271.3333333333333,0.00028773483283184574,0.00012372597811769368,0.21027049873203718,0.008664412510566356,0.0161941212448074,108.84
2158,0.25,107.9,3458045,4732.0,730.7787405,2018,3,1,10,1,0,0,0.05,142000,65.80166821130676,491042390000,41,1,55,221,41,56,28.09,63.4,54.97,0,1,0,0,0,5,22,4,2,3,12,3,995.0,743.0,1743.0,0.0006240520293981137,3.1202601469905684e-05,0.45604395604395603,0.008664412510566356,0.0161941212448074,108.84
1400,0.1,336.0,3458045,4732.0,730.7787405,2018,3,2,10,1,0,0,0.24,142000,101.42857142857143,491042390000,41,1,55,221,41,56,28.09,63.4,54.97,0,1,0,0,0,5,14,4,2,0,12,3,2158.0,2076.0,1517.6666666666667,0.000404853031120185,9.71647274688444e-05,0.2958579881656805,0.008664412510566356,0.0161941212448074,108.84
2060,0.18,618.0,68976,16.0,4311.0,2018,3,0,12,1,0,0,0.3,69000,33.49514563106796,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,0,1,4,3,3,12,3,522.0,877.0,1031.0,0.029865460450011597,0.00895963813500348,128.75,0.0,0.014497796334957087,39.93
1366,0.15,368.82,68976,16.0,4311.0,2018,3,1,10,1,0,0,0.27,69000,50.512445095168374,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,1,21,4,3,0,12,3,729.0,1949.0,1142.6666666666667,0.019803989793551382,0.005347077244258872,85.375,0.0,0.014497796334957087,39.93
973,0.29,379.47,68976,16.0,4311.0,2018,3,2,10,1,0,0,0.39,69000,70.91469681397739,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,2,10,3,3,2,12,3,1615.0,2245.0,1168.6666666666667,0.014106355833913245,0.005501478775226166,60.8125,0.0,0.014497796334957087,39.93
796,0.18,294.52,68976,16.0,4311.0,2018,3,0,11,1,0,0,0.37,69000,86.68341708542714,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,2,9,1,3,2,12,3,973.0,918.0,1128.0,0.011540245882625842,0.004269890976571561,49.75,0.0,0.014497796334957087,39.93
595,0.35,178.5,68976,16.0,4311.0,2018,3,5,9,1,1,0,0.3,69000,115.96638655462185,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,2,10,0,3,1,12,3,796.0,1615.0,788.0,0.008626188819299467,0.00258785664578984,37.1875,0.0,0.014497796334957087,39.93
1881,0.11,733.59,68976,16.0,4311.0,2018,3,6,10,1,1,0,0.39,69000,36.68261562998405,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,3,0,3,3,3,12,3,1758.0,2387.0,1875.3333333333333,0.02727035490605428,0.010635438413361169,117.5625,0.0,0.014497796334957087,39.93
1835,0.28,697.3,68976,16.0,4311.0,2018,3,1,10,1,0,0,0.38,69000,37.60217983651226,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,3,0,3,3,3,12,3,1881.0,1987.0,1824.6666666666667,0.026603456274646255,0.010109313384365576,114.6875,0.0,0.014497796334957087,39.93
2192,0.12,767.2,68976,16.0,4311.0,2018,3,2,12,1,0,0,0.35,69000,31.478102189781023,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,3,20,4,3,3,12,3,1835.0,1758.0,1969.3333333333333,0.03177916956622593,0.011122709348179077,137.0,0.0,0.014497796334957087,39.93
1892,0.27,321.64,68976,16.0,4311.0,2018,3,1,13,1,0,0,0.17,69000,36.469344608879496,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,3,0,4,3,3,12,3,2192.0,1881.0,1973.0,0.027429830665738807,0.004663071213175597,118.25,0.0,0.014497796334957087,39.93
1589,0.35,715.05,68976,16.0,4311.0,2018,3,2,10,1,0,0,0.45,69000,43.4235368156073,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,4,11,1,3,0,12,3,1832.0,1057.0,1471.3333333333333,0.02303699837624681,0.010366649269311063,99.3125,0.0,0.014497796334957087,39.93
1801,0.14,702.39,68976,16.0,4311.0,2018,3,1,11,1,0,0,0.39,69000,38.31204886174348,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,4,12,4,3,3,12,3,1589.0,993.0,1740.6666666666667,0.026110531199257714,0.010183107167710507,112.5625,0.0,0.014497796334957087,39.93
807,0.13,112.98,68976,16.0,4311.0,2018,3,0,12,1,0,0,0.14,69000,85.50185873605948,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,5,14,4,3,2,12,3,649.0,1491.0,1067.3333333333333,0.01169972164231037,0.0016379610299234518,50.4375,0.0,0.014497796334957087,39.93
1450,0.18,232.0,68976,16.0,4311.0,2018,3,1,13,1,0,0,0.16,69000,47.58620689655172,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,5,8,0,3,0,12,3,807.0,1746.0,968.6666666666666,0.021021804685687775,0.003363488749710044,90.625,0.0,0.014497796334957087,39.93
2118,0.13,868.38,68976,16.0,4311.0,2018,3,6,11,1,1,0,0.41,69000,32.577903682719544,4759344000,0,1,0,36,0,1,26.45,69.5,65.77,0,1,0,0,0,6,6,0,3,3,12,3,1050.0,976.0,1826.3333333333333,0.030706332637439108,0.012589596381350035,132.375,0.0,0.014497796334957087,39.93
783,0.28,39.15,1506843,4497.0,335.0773849232822,2018,3,0,13,1,0,0,0.05,71000,90.67688378033206,106985853000,5,2,14,91,5,16,26.7,31.9,56.23,0,1,0,0,0,1,13,0,4,2,12,3,806.0,1792.0,1338.0,0.0005196294504470605,2.5981472522353023e-05,0.1741160773849233,0.0011118523460084502,0.010618226318203024,40.73
2036,0.26,325.76,1506843,4497.0,335.0773849232822,2018,3,6,10,1,1,0,0.16,71000,34.87229862475442,106985853000,5,2,14,91,5,16,26.7,31.9,56.23,0,1,0,0,0,2,9,0,4,3,12,3,1634.0,1369.0,1690.3333333333333,0.0013511692989913349,0.00021618708783861356,0.4527462752946409,0.0011118523460084502,0.010618226318203024,40.73
588,0.13,235.2,1506843,4497.0,335.0773849232822,2018,3,2,10,1,0,0,0.4,71000,120.74829931972789,106985853000,5,2,14,91,5,16,26.7,31.9,56.23,0,1,0,0,0,3,7,4,4,1,12,3,1743.0,2413.0,1287.3333333333333,0.0003902198171939611,0.00015608792687758446,0.13075383589059372,0.0011118523460084502,0.010618226318203024,40.73
651,0.29,253.89,1506843,4497.0,335.0773849232822,2018,3,1,11,1,0,0,0.39,71000,109.06298003072196,106985853000,5,2,14,91,5,16,26.7,31.9,56.23,0,1,0,0,0,3,7,1,4,1,12,3,588.0,1531.0,994.0,0.0004320290833218856,0.00016849134249553535,0.1447631754503002,0.0011118523460084502,0.010618226318203024,40.73
1642,0.31,525.44,1506843,4497.0,335.0773849232822,2018,3,6,11,1,1,0,0.32,71000,43.23995127892814,106985853000,5,2,14,91,5,16,26.7,31.9,56.23,0,1,0,0,0,3,18,0,4,0,12,3,651.0,1743.0,960.3333333333334,0.0010896954759055855,0.00034870255228978736,0.365132310429175,0.0011118523460084502,0.010618226318203024,40.73
1418,0.17,326.14,1506843,4497.0,335.0773849232822,2018,3,4,11,1,0,0,0.23,71000,50.07052186177715,106985853000,5,2,14,91,5,16,26.7,31.9,56.23,0,1,0,0,0,4,12,1,4,0,12,3,1917.0,712.0,1784.6666666666667,0.000941040307450743,0.0002164392707136709,0.31532132532799645,0.0011118523460084502,0.010618226318203024,40.73
1249,0.29,399.68,1506843,4497.0,335.0773849232822,2018,3,3,9,1,0,0,0.32,71000,56.84547638110488,106985853000,5,2,14,91,5,16,26.7,31.9,56.23,0,1,0,0,0,5,8,4,4,2,12,3,1982.0,1492.0,1692.3333333333333,0.0008288852919647236,0.0002652432934287116,0.27774071603291084,0.0011118523460084502,0.010618226318203024,40.73
1390,0.13,125.1,1506843,4497.0,335.0773849232822,2018,3,6,11,1,1,0,0.09,71000,51.07913669064748,106985853000,5,2,14,91,5,16,26.7,31.9,56.23,0,1,0,0,0,6,5,4,4,0,12,3,1994.0,1370.0,1899.6666666666667,0.0009224584113938877,8.302125702544989e-05,0.3090949521903491,0.0011118523460084502,0.010618226318203024,40.73
1724,0.26,189.64,2159775,6036.0,357.8156064,2018,3,4,12,1,0,0,0.11,74000,42.92343387470998,159823350000,10,0,31,87,10,31,29.04,34.7,53.81,0,1,0,0,0,0,1,0,5,0,12,3,527.0,2172.0,1090.0,0.0007982312972416108,8.780544269657718e-05,0.28561961563949634,0.0016567263088137839,0.014353346992163537,51.34
1342,0.12,120.78,2159775,6036.0,357.8156064,2018,3,1,11,1,0,0,0.09,74000,55.14157973174367,159823350000,10,0,31,87,10,31,29.04,34.7,53.81,0,1,0,0,0,1,13,0,5,0,12,3,1061.0,1750.0,1201.6666666666667,0.0006213610214026924,5.592249192624232e-05,0.22233267064280982,0.0016567263088137839,0.014353346992163537,51.34
633,0.17,50.64,2159775,6036.0,357.8156064,2018,3,6,10,1,1,0,0.08,74000,116.90363349131121,159823350000,10,0,31,87,10,31,29.04,34.7,53.81,0,1,0,0,0,2,10,4,5,1,12,3,1640.0,1602.0,1402.6666666666667,0.00029308608535611347,2.3446886828489078e-05,0.10487077534791253,0.0016567263088137839,0.014353346992163537,51.34
2440,0.28,780.8,2159775,6036.0,357.8156064,2018,3,0,10,1,0,0,0.32,74000,30.327868852459016,159823350000,10,0,31,87,10,31,29.04,34.7,53.81,0,1,0,0,0,4,17,4,5,3,12,3,1224.0,711.0,1455.6666666666667,0.001129747311641259,0.00036151913972520285,0.4042412193505633,0.0016567263088137839,0.014353346992163537,51.34
1274,0.14,433.16,2159775,6036.0,357.8156064,2018,3,5,13,1,1,1,0.34,74000,58.084772370486654,159823350000,10,0,31,87,10,31,29.04,34.7,53.81,0,1,0,0,0,4,19,3,5,0,12,3,2440.0,703.0,1646.0,0.0005898762602585917,0.0002005579284879212,0.21106693174287608,0.0016567263088137839,0.014353346992163537,51.34
974,0.15,321.42,2159775,6036.0,357.8156064,2018,3,4,10,1,0,0,0.33,74000,75.97535934291581,159823350000,10,0,31,87,10,31,29.04,34.7,53.81,0,1,0,0,0,4,17,4,5,2,12,3,1274.0,1224.0,1562.6666666666667,0.0004509729022699124,0.00014882105774907109,0.16136514247846256,0.0016567263088137839,0.014353346992163537,51.34
1339,0.28,482.04,2159775,6036.0,357.8156064,2018,3,4,13,1,0,0,0.36,74000,55.265123226288274,159823350000,10,0,31,87,10,31,29.04,34.7,53.81,0,1,0,0,0,5,8,1,5,0,12,3,1504.0,1541.0,1626.6666666666667,0.0006199719878228056,0.00022318991561621004,0.22183565275016567,0.0016567263088137839,0.014353346992163537,51.34
1244,0.19,161.72,2159775,6036.0,357.8156064,2018,3,1,10,1,0,0,0.13,74000,59.48553054662379,159823350000,10,0,31,87,10,31,29.04,34.7,53.81,0,1,0,0,0,5,22,4,5,2,12,3,1339.0,2037.0,1362.3333333333333,0.0005759859244597238,7.487817017976409e-05,0.20609675281643472,0.0016567263088137839,0.014353346992163537,51.34
938,0.16,206.36,2159775,6036.0,357.8156064,2018,3,1,11,1,0,0,0.22,74000,78.89125799573561,159823350000,10,0,31,87,10,31,29.04,34.7,53.81,0,1,0,0,0,6,16,4,5,2,12,3,1046.0,2241.0,936.6666666666666,0.00043430449931127087,9.55469898484796e-05,0.15540092776673295,0.0016567263088137839,0.014353346992163537,51.34
603,0.17,126.63,224329,27.19,8250.422949613829,2018,3,1,13,1,0,0,0.21,91000,150.91210613598673,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,0,2,0,6,1,12,3,1069.0,2302.0,1248.3333333333333,0.0026880162618297234,0.0005644834149842419,22.177271055535122,0.07355645457888929,0.017830953643978263,61.66
1351,0.33,405.3,224329,27.19,8250.422949613829,2018,3,1,11,1,0,0,0.3,91000,67.35751295336787,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,0,2,0,6,0,12,3,603.0,2073.0,1007.6666666666666,0.006022404593253658,0.0018067213779760978,49.68738506803972,0.07355645457888929,0.017830953643978263,61.66
523,0.18,62.76,224329,27.19,8250.422949613829,2018,3,3,10,1,0,0,0.12,91000,173.9961759082218,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,1,21,1,6,1,12,3,583.0,1411.0,591.6666666666666,0.002331397188950158,0.00027976766267401895,19.23501287237955,0.07355645457888929,0.017830953643978263,61.66
1935,0.18,135.45,224329,27.19,8250.422949613829,2018,3,1,11,1,0,0,0.07,91000,47.02842377260982,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,1,13,4,6,3,12,3,523.0,669.0,1013.6666666666666,0.008625723825274486,0.0006038006677692139,71.16586980507539,0.07355645457888929,0.017830953643978263,61.66
1952,0.22,585.6,224329,27.19,8250.422949613829,2018,3,6,11,1,1,0,0.3,91000,46.618852459016395,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,2,10,0,6,3,12,3,1548.0,1114.0,1930.0,0.008701505378261393,0.002610451613478418,71.79109966899595,0.07355645457888929,0.017830953643978263,61.66
1686,0.21,236.04,224329,27.19,8250.422949613829,2018,3,4,10,1,0,0,0.14,91000,53.97390272835113,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,2,15,4,6,0,12,3,1952.0,2290.0,1728.6666666666667,0.007515746960936838,0.0010522045745311574,62.00809121000368,0.07355645457888929,0.017830953643978263,61.66
1561,0.18,156.1,224329,27.19,8250.422949613829,2018,3,4,12,1,0,0,0.1,91000,58.29596412556054,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,2,15,1,6,0,12,3,1686.0,1548.0,1733.0,0.006958529659562517,0.0006958529659562517,57.410812798823095,0.07355645457888929,0.017830953643978263,61.66
1936,0.11,851.84,224329,27.19,8250.422949613829,2018,3,0,11,1,0,0,0.44,91000,47.00413223140496,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,2,15,3,6,3,12,3,1561.0,1952.0,1727.6666666666667,0.00863018156368548,0.0037972798880216113,71.20264803236483,0.07355645457888929,0.017830953643978263,61.66
944,0.22,330.4,224329,27.19,8250.422949613829,2018,3,0,13,1,0,0,0.35,91000,96.39830508474576,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,2,15,1,6,2,12,3,1936.0,1686.0,1480.3333333333333,0.00420810505997887,0.0014728367709926045,34.718646561235744,0.07355645457888929,0.017830953643978263,61.66
1010,0.34,101.0,224329,27.19,8250.422949613829,2018,3,2,10,1,0,0,0.1,91000,90.0990099009901,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,2,4,0,6,2,12,3,944.0,1561.0,1296.6666666666667,0.0045023157951045115,0.0004502315795104512,37.146009562339096,0.07355645457888929,0.017830953643978263,61.66
1418,0.35,85.08,224329,27.19,8250.422949613829,2018,3,0,13,1,0,0,0.06,91000,64.17489421720734,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,2,15,0,6,0,12,3,1010.0,1936.0,1124.0,0.006321073066790295,0.0003792643840074177,52.15152629643251,0.07355645457888929,0.017830953643978263,61.66
1534,0.29,245.44,224329,27.19,8250.422949613829,2018,3,4,10,1,0,0,0.16,91000,59.32203389830509,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,2,15,1,6,0,12,3,1418.0,944.0,1320.6666666666667,0.006838170722465664,0.0010941073155945062,56.41780066200809,0.07355645457888929,0.017830953643978263,61.66
978,0.32,332.52,224329,27.19,8250.422949613829,2018,3,4,11,1,0,0,0.34,91000,93.04703476482618,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,2,4,4,6,2,12,3,1534.0,1010.0,1310.0,0.004359668165952685,0.001482287176423913,35.96910628907686,0.07355645457888929,0.017830953643978263,61.66
1614,0.2,306.66,224329,27.19,8250.422949613829,2018,3,2,12,1,0,0,0.19,91000,56.3816604708798,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,3,0,3,6,0,12,3,1734.0,2240.0,1482.6666666666667,0.00719478979534523,0.0013670100611155938,59.36005884516366,0.07355645457888929,0.017830953643978263,61.66
2430,0.33,704.7,224329,27.19,8250.422949613829,2018,3,6,10,1,1,0,0.29,91000,37.44855967078189,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,4,12,3,6,3,12,3,2153.0,1827.0,2057.3333333333335,0.010832304338716795,0.003141368258227871,89.37109231335049,0.07355645457888929,0.017830953643978263,61.66
580,0.1,237.8,224329,27.19,8250.422949613829,2018,3,4,10,1,0,0,0.41,91000,156.89655172413794,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,4,11,0,6,1,12,3,2430.0,1589.0,1721.0,0.0025854882783768484,0.0010600501941345078,21.331371827877895,0.07355645457888929,0.017830953643978263,61.66
986,0.13,197.2,224329,27.19,8250.422949613829,2018,3,2,10,1,0,0,0.2,91000,92.2920892494929,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,5,22,3,6,2,12,3,1518.0,1287.0,1130.0,0.004395330073240642,0.0008790660146481284,36.26333210739242,0.07355645457888929,0.017830953643978263,61.66
2343,0.34,515.46,224329,27.19,8250.422949613829,2018,3,3,10,1,0,0,0.22,91000,38.83909517712335,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,6,6,0,6,3,12,3,559.0,1317.0,1492.0,0.010444481096960268,0.002297785841331259,86.17138653916881,0.07355645457888929,0.017830953643978263,61.66
1816,0.12,108.96,224329,27.19,8250.422949613829,2018,3,1,11,1,0,0,0.06,91000,50.11013215859031,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,6,6,0,6,3,12,3,2343.0,1574.0,1572.6666666666667,0.008095252954366132,0.00048571517726196786,66.78926075763148,0.07355645457888929,0.017830953643978263,61.66
506,0.33,65.78,224329,27.19,8250.422949613829,2018,3,2,10,1,0,0,0.13,91000,179.8418972332016,20413939000,2,0,4,9,2,4,27.68,119.9,74.29,0,1,0,0,0,6,16,1,6,1,12,3,1816.0,559.0,1555.0,0.0022556156359632503,0.00029323003267522256,18.60978300845899,0.07355645457888929,0.017830953643978263,61.66
1838,0.14,257.32,1064493,2904.0,366.5609504132232,2018,3,0,13,1,0,0,0.14,93000,50.59847660500544,98997849000,1,2,8,100,1,10,29.65,31.3,53.81,0,1,0,0,0,0,2,1,7,3,12,3,1735.0,2473.0,1990.6666666666667,0.0017266435758619362,0.00024173010062067106,0.6329201101928374,0.0003443526170798898,0.009394143503057324,46.58
793,0.1,174.46,1064493,2904.0,366.5609504132232,2018,3,0,13,1,0,0,0.22,93000,117.27616645649432,98997849000,1,2,8,100,1,10,29.65,31.3,53.81,0,1,0,0,0,2,10,0,7,2,12,3,1562.0,2221.0,1391.6666666666667,0.0007449555797924458,0.0001638902275543381,0.27307162534435264,0.0003443526170798898,0.009394143503057324,46.58
2405,0.19,721.5,1064493,2904.0,366.5609504132232,2018,3,2,10,1,0,0,0.3,93000,38.66943866943867,98997849000,1,2,8,100,1,10,29.65,31.3,53.81,0,1,0,0,0,2,15,1,7,3,12,3,793.0,1820.0,1586.6666666666667,0.0022592915124852865,0.0006777874537455859,0.828168044077135,0.0003443526170798898,0.009394143503057324,46.58
1610,0.15,627.9,1064493,2904.0,366.5609504132232,2018,3,6,9,1,1,0,0.39,93000,57.7639751552795,98997849000,1,2,8,100,1,10,29.65,31.3,53.81,0,1,0,0,0,4,12,0,7,0,12,3,2097.0,621.0,1746.0,0.0015124571039922291,0.0005898582705569694,0.5544077134986226,0.0003443526170798898,0.009394143503057324,46.58
1382,0.19,428.42,1064493,2904.0,366.5609504132232,2018,3,1,11,1,0,0,0.31,93000,67.29377713458756,98997849000,1,2,8,100,1,10,29.65,31.3,53.81,0,1,0,0,0,4,17,0,7,0,12,3,1610.0,1531.0,1696.3333333333333,0.001298270632122522,0.0004024638959579819,0.4758953168044077,0.0003443526170798898,0.009394143503057324,46.58
601,0.27,30.05,1064493,2904.0,366.5609504132232,2018,3,0,11,1,0,0,0.05,93000,154.74209650582364,98997849000,1,2,8,100,1,10,29.65,31.3,53.81,0,1,0,0,0,5,8,3,7,1,12,3,852.0,1991.0,1152.0,0.0005645880245337451,2.822940122668726e-05,0.20695592286501377,0.0003443526170798898,0.009394143503057324,46.58
1704,0.1,102.24,1064493,2904.0,366.5609504132232,2018,3,4,9,1,0,0,0.06,93000,54.57746478873239,98997849000,1,2,8,100,1,10,29.65,31.3,53.81,0,1,0,0,0,5,22,0,7,0,12,3,601.0,2003.0,1052.3333333333333,0.001600762052920968,9.604572317525807e-05,0.5867768595041323,0.0003443526170798898,0.009394143503057324,46.58
2245,0.32,336.75,1064493,2904.0,366.5609504132232,2018,3,1,12,1,0,0,0.15,93000,41.42538975501114,98997849000,1,2,8,100,1,10,29.65,31.3,53.81,0,1,0,0,0,6,5,1,7,3,12,3,1383.0,660.0,1474.0,0.002108985216436369,0.0003163477824654554,0.7730716253443526,0.0003443526170798898,0.009394143503057324,46.58
738,0.14,258.3,1064493,2904.0,366.5609504132232,2018,3,5,12,1,1,0,0.35,93000,126.01626016260163,98997849000,1,2,8,100,1,10,29.65,31.3,53.81,0,1,0,0,0,6,5,1,7,1,12,3,2245.0,794.0,1455.3333333333333,0.0006932877905256305,0.0002426507266839707,0.25413223140495866,0.0003443526170798898,0.009394143503057324,46.58
1516,0.31,379.0,1064493,2904.0,366.5609504132232,2018,3,4,10,1,0,0,0.25,93000,61.34564643799472,98997849000,1,2,8,100,1,10,29.65,31.3,53.81,0,1,0,0,0,6,5,1,7,0,12,3,738.0,1383.0,1499.6666666666667,0.0014241521550634904,0.0003560380387658726,0.522038567493113,0.0003443526170798898,0.009394143503057324,46.58
1310,0.23,78.6,1879809,5129.0,366.5059465782804,2018,3,5,11,1,1,0,0.06,76000,58.01526717557252,142865484000,0,2,9,47,0,11,26.66,43.5,55.03,0,1,0,0,0,0,3,1,8,0,12,3,2018.0,2106.0,1353.6666666666667,0.0006968793106108121,4.181275863664872e-05,0.25541041138623516,0.0,0.005851658333373231,38.68
534,0.15,208.26,1879809,5129.0,366.5059465782804,2018,3,1,13,1,0,0,0.39,76000,142.32209737827716,142865484000,0,2,9,47,0,11,26.66,43.5,55.03,0,1,0,0,0,0,2,3,8,1,12,3,1310.0,733.0,1287.3333333333333,0.0002840714136383005,0.00011078785131893719,0.10411386235133555,0.0,0.005851658333373231,38.68
